ResourceID;TimeStamp;PNo;ErrorID;ID
0;2023-10-09 16:57:35;0;0;1
0;2023-10-09 16:58:19;0;0;2
0;2023-10-09 16:58:49;0;0;3
0;2023-10-09 16:59:26;0;0;4
0;2023-10-10 13:29:38;0;0;6
0;2023-10-10 13:39:43;0;0;12
0;2023-10-10 13:40:34;0;0;13
0;2023-10-10 13:42:23;0;0;14
0;2023-10-10 13:42:23;0;0;15
0;2023-10-10 13:45:46;0;0;16
0;2023-10-10 17:59:10;0;0;17
0;2023-10-10 18:26:48;0;0;18
0;2023-10-10 18:27:14;0;0;19
0;2023-10-10 18:28:29;0;0;20
0;2023-10-10 18:28:49;0;0;21
0;2023-10-10 18:29:15;0;0;22
0;2023-10-10 18:29:34;0;0;23
0;2023-10-10 18:29:50;0;0;24
0;2023-10-10 18:31:47;0;0;25
0;2023-10-10 18:32:25;0;0;26
0;2023-10-12 09:04:11;0;0;28
0;2023-10-12 11:04:34;0;0;29
0;2023-10-16 16:19:39;0;0;38
0;2023-10-16 16:19:39;0;0;39
0;2023-10-16 16:19:39;0;0;40
0;2023-10-16 16:46:10;0;0;49
0;2023-10-16 16:46:10;0;0;50
0;2023-10-16 16:46:10;0;0;51
0;2023-10-16 17:06:59;0;0;64
0;2023-10-16 17:07:07;0;0;65
0;2023-10-16 17:07:14;0;0;66
0;2023-10-16 17:24:31;0;0;74
0;2023-10-16 17:37:35;0;0;80
0;2023-10-16 17:37:35;0;0;81
0;2023-10-16 17:37:35;0;0;82
0;2023-10-16 17:37:35;0;0;83
0;2023-10-16 17:51:09;0;0;97
0;2023-10-16 17:51:09;0;0;98
0;2023-10-16 17:51:09;0;0;99
0;2023-10-16 17:51:09;0;0;100
0;2023-10-16 18:24:43;0;0;141
0;2023-10-18 08:43:03;0;0;201
0;2023-10-18 08:56:30;0;0;203
0;2023-10-18 08:56:30;0;0;204
0;2023-10-18 08:56:30;0;0;205
0;2023-10-18 08:56:30;0;0;206
0;2023-10-18 08:56:30;0;0;207
0;2023-10-18 08:56:30;0;0;208
0;2023-10-18 10:25:06;0;0;214
0;2023-10-18 10:25:06;0;0;215
0;2023-10-18 10:25:06;0;0;216
0;2023-10-18 10:29:45;0;0;224
0;2023-10-18 10:29:45;0;0;225
0;2023-10-18 15:52:25;0;0;300
0;2023-10-18 15:52:25;0;0;301
0;2023-10-18 15:52:25;0;0;302
0;2023-10-18 15:52:25;0;0;303
0;2023-10-18 15:56:29;0;0;312
0;2023-10-18 15:56:29;0;0;313
0;2023-10-18 16:33:52;0;0;352
0;2023-10-18 16:33:53;0;0;353
0;2023-10-18 16:34:00;0;0;354
0;2023-10-18 17:31:02;0;0;371
0;2023-10-18 17:31:03;0;0;372
0;2023-10-18 17:33:39;0;0;374
0;2023-10-18 17:33:39;0;0;375
0;2023-10-18 17:33:39;0;0;376
0;2023-10-18 17:33:39;0;0;377
0;2023-10-18 17:33:39;0;0;378
0;2023-10-18 17:33:39;0;0;379
0;2023-10-18 17:33:39;0;0;380
0;2023-10-18 17:33:39;0;0;381
0;2024-11-11 12:46:55;0;0;765
0;2024-11-11 12:46:55;0;0;766
0;2024-11-11 15:54:42;0;0;782
0;2024-11-11 15:54:55;0;0;783
0;2024-11-11 15:55:03;0;0;784
0;2024-11-11 16:13:30;0;0;785
0;2024-11-11 16:26:40;0;0;802
0;2024-11-11 16:28:40;0;0;803
0;2024-11-11 16:28:40;0;0;804
0;2024-11-11 16:28:40;0;0;805
0;2024-11-11 16:48:09;0;0;807
0;2024-11-12 08:54:36;0;0;855
0;2024-11-13 09:10:29;0;0;856
0;2024-11-13 09:10:29;0;0;857
0;2024-11-13 09:10:29;0;0;858
0;2024-11-13 09:14:29;0;0;859
0;2024-11-13 09:35:46;0;0;887
0;2024-11-13 10:29:41;0;0;923
0;2024-11-13 10:35:21;0;0;934
0;2024-11-13 11:04:58;0;0;957
1;2023-10-16 16:18:16;0;0;35
1;2023-10-16 16:18:35;0;0;36
1;2023-10-16 16:18:53;0;0;37
1;2023-10-16 16:39:26;0;0;43
1;2023-10-16 16:40:34;0;0;45
1;2023-10-16 16:41:46;0;0;47
1;2023-10-16 16:45:54;0;0;48
1;2023-10-16 16:46:14;0;0;52
1;2023-10-16 16:46:35;0;0;53
1;2023-10-16 17:00:18;0;99;57
1;2023-10-16 17:00:44;0;0;58
1;2023-10-16 17:01:47;0;0;60
1;2023-10-16 17:02:59;0;0;61
1;2023-10-16 17:03:21;0;0;62
1;2023-10-16 17:03:43;0;0;63
1;2023-10-16 17:10:11;0;0;70
1;2023-10-16 17:10:48;0;0;72
1;2023-10-16 17:11:14;0;0;73
1;2023-10-16 17:25:32;0;0;75
1;2023-10-16 17:25:54;0;0;77
1;2023-10-16 17:26:17;0;0;78
1;2023-10-16 17:26:40;0;0;79
1;2023-10-16 17:40:08;0;0;87
1;2023-10-16 17:40:45;0;0;89
1;2023-10-16 17:41:13;0;0;90
1;2023-10-16 17:42:10;0;0;92
1;2023-10-16 17:43:45;0;0;93
1;2023-10-16 17:44:17;0;0;94
1;2023-10-16 17:44:37;0;0;95
1;2023-10-16 17:44:56;0;0;96
1;2023-10-16 17:55:26;0;0;104
1;2023-10-16 17:56:14;0;0;107
1;2023-10-16 17:56:36;0;0;108
1;2023-10-16 17:56:57;0;0;109
1;2023-10-16 17:58:20;0;0;110
1;2023-10-16 17:58:42;0;0;111
1;2023-10-16 17:59:04;0;0;112
1;2023-10-16 17:59:27;0;0;113
1;2023-10-16 18:05:45;0;0;119
1;2023-10-16 18:06:08;0;0;121
1;2023-10-16 18:06:28;0;0;122
1;2023-10-16 18:06:47;0;0;123
1;2023-10-16 18:08:37;0;0;126
1;2023-10-16 18:09:08;0;0;128
1;2023-10-16 18:09:43;0;0;129
1;2023-10-16 18:10:47;0;0;131
1;2023-10-16 18:18:25;0;0;133
1;2023-10-16 18:18:44;0;0;134
1;2023-10-16 18:19:02;0;0;135
1;2023-10-16 18:19:21;0;0;136
1;2023-10-16 18:27:16;0;0;143
1;2023-10-16 18:27:45;0;0;144
1;2023-10-16 18:28:05;0;0;146
1;2023-10-16 18:28:25;0;0;148
1;2023-10-16 18:28:47;0;0;149
1;2023-10-17 11:54:09;0;0;160
1;2023-10-17 16:24:54;0;0;161
1;2023-10-17 16:25:12;0;0;162
1;2023-10-17 16:25:30;0;0;163
1;2023-10-17 16:25:50;0;0;166
1;2023-10-17 16:29:37;0;0;171
1;2023-10-17 16:32:06;0;0;174
1;2023-10-17 16:34:18;0;0;179
1;2023-10-17 16:36:11;0;0;180
1;2023-10-17 16:37:57;0;0;181
1;2023-10-17 16:38:16;0;0;182
1;2023-10-17 16:38:35;0;0;183
1;2023-10-17 16:38:55;0;0;185
1;2023-10-17 16:40:15;0;0;194
1;2023-10-17 16:41:18;0;0;198
1;2023-10-17 16:41:36;0;0;199
1;2023-10-17 16:41:55;0;0;200
1;2023-10-18 10:20:24;0;0;211
1;2023-10-18 10:20:46;0;0;212
1;2023-10-18 10:21:07;0;0;213
1;2023-10-18 10:27:31;0;0;220
1;2023-10-18 10:28:01;0;0;222
1;2023-10-18 10:28:36;0;0;223
1;2023-10-18 10:29:50;0;0;226
1;2023-10-18 10:30:10;0;0;227
1;2023-10-18 10:50:39;0;0;237
1;2023-10-18 10:55:09;0;0;241
1;2023-10-18 15:26:56;0;0;242
1;2023-10-18 15:27:16;0;0;243
1;2023-10-18 15:27:38;0;0;245
1;2023-10-18 15:28:00;0;0;247
1;2023-10-18 15:32:22;0;0;251
1;2023-10-18 15:32:41;0;0;252
1;2023-10-18 15:32:59;0;0;253
1;2023-10-18 15:33:18;0;0;255
1;2023-10-18 15:39:09;0;0;260
1;2023-10-18 15:39:31;0;0;261
1;2023-10-18 15:39:47;0;0;262
1;2023-10-18 15:40:09;0;0;263
1;2023-10-18 15:41:52;0;0;271
1;2023-10-18 15:42:11;0;0;273
1;2023-10-18 15:42:29;0;0;274
1;2023-10-18 15:42:48;0;0;276
1;2023-10-18 15:43:10;0;0;280
1;2023-10-18 15:43:40;0;0;281
1;2023-10-18 15:44:36;0;0;282
1;2023-10-18 15:45:06;0;0;283
1;2023-10-18 15:47:24;0;0;289
1;2023-10-18 15:48:16;0;0;290
1;2023-10-18 15:48:46;0;0;291
1;2023-10-18 15:51:04;0;0;295
1;2023-10-18 15:51:34;0;0;296
1;2023-10-18 15:51:54;0;0;297
1;2023-10-18 15:55:27;0;0;309
1;2023-10-18 15:56:29;0;0;311
1;2023-10-18 15:56:47;0;0;314
1;2023-10-18 15:57:07;0;0;316
1;2023-10-18 16:15:35;0;0;332
1;2023-10-18 16:16:08;0;0;333
1;2023-10-18 16:29:24;0;0;334
1;2023-10-18 16:30:04;0;0;335
1;2023-10-18 16:30:25;0;0;337
1;2023-10-18 16:30:47;0;0;338
1;2023-10-18 16:31:06;0;0;339
1;2023-10-18 16:31:28;0;0;340
1;2023-10-18 16:31:53;0;0;342
1;2023-10-18 16:32:09;0;0;344
1;2023-10-18 16:32:27;0;0;345
1;2023-10-18 16:32:44;0;0;347
1;2023-10-18 16:33:00;0;0;348
1;2023-10-18 16:33:16;0;0;350
1;2023-10-18 16:33:35;0;0;351
1;2023-10-18 16:35:58;0;0;357
1;2023-10-18 16:36:28;0;0;359
1;2023-10-18 16:37:38;0;0;361
1;2023-10-18 16:38:34;0;0;364
1;2023-10-18 16:39:02;0;0;365
1;2023-10-18 16:42:08;0;0;366
1;2023-10-18 16:42:30;0;0;367
1;2023-10-18 17:45:52;0;0;394
1;2023-10-18 17:47:23;0;0;397
1;2023-10-19 11:03:19;0;0;398
1;2023-10-19 11:03:38;0;0;399
1;2023-10-19 17:08:51;0;0;403
1;2023-10-19 17:09:10;0;0;404
1;2023-10-19 17:09:30;0;0;406
1;2023-10-19 17:09:51;0;0;408
1;2023-10-19 17:27:09;0;0;413
1;2023-10-19 17:33:13;0;0;414
1;2023-10-19 18:26:15;0;0;424
1;2023-10-19 18:26:34;0;0;425
1;2023-10-19 18:26:51;0;0;426
1;2023-10-19 18:27:07;0;0;427
1;2023-10-19 18:27:25;0;1;428
1;2023-10-19 18:27:33;0;1;429
1;2023-10-19 18:27:36;0;1;430
1;2023-10-19 18:27:39;0;1;431
1;2023-10-19 18:27:44;0;1;432
1;2023-10-19 18:29:12;0;0;436
1;2023-10-19 18:38:07;0;0;437
1;2023-10-19 18:38:28;0;0;438
1;2024-10-18 14:12:28;0;0;442
1;2024-10-18 14:13:05;0;0;443
1;2024-10-18 14:13:22;0;0;444
1;2024-10-18 14:13:43;0;0;445
1;2024-10-18 14:14:20;0;0;446
1;2024-10-18 14:14:36;0;0;447
1;2024-10-18 14:14:49;0;0;448
1;2024-10-18 14:15:05;0;0;449
1;2024-10-18 14:15:23;0;0;450
1;2024-10-18 14:15:42;0;0;451
1;2024-10-18 14:15:56;0;0;452
1;2024-10-18 14:16:11;0;0;453
1;2024-10-18 14:16:26;0;0;454
1;2024-10-18 14:16:43;0;0;455
1;2024-10-18 14:16:57;0;0;456
1;2024-10-18 14:17:14;0;0;457
1;2024-10-18 14:17:28;0;0;458
1;2024-10-18 14:17:45;0;0;459
1;2024-10-18 14:17:59;0;0;460
1;2024-10-18 14:18:16;0;0;461
1;2024-10-18 14:18:31;0;0;462
1;2024-10-18 14:18:48;0;0;463
1;2024-10-18 14:19:25;0;0;464
1;2024-10-18 14:19:40;0;0;465
1;2024-10-18 14:19:58;0;0;466
1;2024-10-18 14:20:13;0;0;467
1;2024-10-18 14:20:30;0;0;468
1;2024-10-18 14:20:46;0;0;469
1;2024-10-18 14:21:03;0;0;470
1;2024-10-18 14:21:19;0;0;471
1;2024-10-18 14:21:35;0;0;472
1;2024-10-18 14:22:09;0;0;473
1;2024-10-18 14:22:25;0;0;474
1;2024-10-18 14:22:41;0;0;475
1;2024-10-18 14:22:56;0;0;476
1;2024-10-18 14:23:13;0;0;477
1;2024-10-18 14:23:29;0;0;478
1;2024-10-18 14:23:42;0;0;479
1;2024-10-18 14:23:58;0;0;480
1;2024-10-18 14:24:12;0;0;481
1;2024-10-18 14:24:28;0;0;482
1;2024-10-18 14:24:44;0;0;483
1;2024-10-18 14:25:01;0;0;484
1;2024-10-18 14:25:35;0;0;485
1;2024-10-18 14:25:49;0;0;486
1;2024-10-18 14:26:06;0;0;487
1;2024-10-18 14:26:20;0;0;488
1;2024-10-18 14:26:43;0;0;489
1;2024-10-18 14:27:18;0;0;490
1;2024-10-18 14:27:34;0;0;491
1;2024-10-18 14:28:28;0;0;492
1;2024-10-18 14:28:43;0;0;493
1;2024-10-18 14:29:37;0;0;494
1;2024-10-18 14:29:47;0;99;495
1;2024-10-18 14:29:51;0;99;496
1;2024-10-18 14:29:54;0;99;497
1;2024-10-18 14:29:58;0;99;498
1;2024-10-18 14:30:42;0;0;499
1;2024-10-18 14:30:58;0;0;500
1;2024-10-18 14:31:15;0;0;501
1;2024-10-18 14:31:59;0;0;502
1;2024-10-18 14:32:34;0;0;503
1;2024-10-18 14:43:51;0;0;504
1;2024-10-18 14:44:13;0;0;505
1;2024-10-18 14:44:40;0;0;506
1;2024-10-18 14:44:57;0;0;507
1;2024-10-18 14:45:12;0;0;508
1;2024-10-18 14:45:27;0;0;509
1;2024-10-18 14:45:41;0;0;510
1;2024-10-18 14:45:57;0;0;511
1;2024-10-18 14:46:10;0;0;512
1;2024-10-18 14:46:26;0;0;513
1;2024-10-18 14:46:40;0;0;514
1;2024-10-18 14:46:56;0;0;515
1;2024-10-18 14:47:11;0;0;516
1;2024-10-18 14:47:27;0;0;517
1;2024-10-18 14:47:42;0;0;518
1;2024-10-18 14:47:58;0;0;519
1;2024-10-18 14:48:13;0;0;520
1;2024-10-18 14:48:29;0;0;521
1;2024-10-18 14:48:44;0;0;522
1;2024-10-18 14:49:00;0;0;523
1;2024-10-18 14:49:15;0;0;524
1;2024-10-18 14:49:32;0;0;525
1;2024-10-18 14:49:48;0;0;526
1;2024-10-18 14:50:05;0;0;527
1;2024-10-18 14:50:20;0;0;528
1;2024-10-18 14:50:37;0;0;529
1;2024-10-18 14:50:53;0;0;530
1;2024-10-18 14:51:10;0;0;531
1;2024-10-18 14:51:26;0;0;532
1;2024-10-18 14:51:43;0;0;533
1;2024-10-18 14:51:59;0;0;534
1;2024-10-18 14:52:15;0;0;535
1;2024-10-18 14:52:31;0;0;536
1;2024-10-18 14:52:47;0;0;537
1;2024-10-18 14:53:03;0;0;538
1;2024-10-18 14:53:20;0;0;539
1;2024-10-18 14:53:34;0;0;540
1;2024-10-18 14:53:50;0;0;541
1;2024-10-18 14:54:03;0;0;542
1;2024-10-18 14:54:19;0;0;543
1;2024-10-18 14:54:33;0;0;544
1;2024-10-18 14:54:48;0;0;545
1;2024-10-18 14:55:02;0;0;546
1;2024-10-18 14:55:18;0;0;547
1;2024-10-18 14:55:33;0;0;548
1;2024-10-18 14:55:49;0;0;549
1;2024-10-18 14:56:04;0;0;550
1;2024-10-18 14:56:20;0;0;551
1;2024-10-18 14:56:35;0;0;552
1;2024-10-18 14:56:51;0;0;553
1;2024-10-18 14:57:06;0;0;554
1;2024-10-18 14:57:22;0;0;555
1;2024-10-18 14:57:38;0;0;556
1;2024-10-18 14:57:55;0;0;557
1;2024-10-18 14:58:10;0;0;558
1;2024-10-18 14:58:27;0;0;559
1;2024-10-18 14:58:43;0;0;560
1;2024-10-18 14:59:00;0;0;561
1;2024-10-18 14:59:15;0;0;562
1;2024-10-18 14:59:32;0;0;563
1;2024-10-18 14:59:48;0;0;564
1;2024-10-18 15:00:09;0;0;565
1;2024-10-18 15:00:30;0;0;566
1;2024-10-18 15:00:51;0;0;567
1;2024-10-18 15:46:44;0;0;568
1;2024-10-18 15:47:00;0;0;569
1;2024-10-18 15:47:24;0;0;570
1;2024-10-18 15:47:41;0;0;571
1;2024-10-18 15:47:59;0;0;572
1;2024-10-18 15:48:14;0;0;573
1;2024-10-18 15:48:29;0;0;574
1;2024-10-18 15:48:43;0;0;575
1;2024-10-18 15:48:59;0;0;576
1;2024-10-18 15:49:12;0;0;577
1;2024-10-18 15:49:28;0;0;578
1;2024-10-18 15:49:42;0;0;579
1;2024-10-18 15:50:00;0;0;580
1;2024-10-18 15:50:14;0;0;581
1;2024-10-18 15:50:31;0;0;582
1;2024-10-18 15:50:45;0;0;583
1;2024-10-18 15:51:02;0;0;584
1;2024-10-18 15:51:16;0;0;585
1;2024-10-18 15:51:33;0;0;586
1;2024-10-18 15:51:47;0;0;587
1;2024-10-18 15:52:05;0;0;588
1;2024-10-18 15:52:21;0;0;589
1;2024-10-18 15:52:38;0;0;590
1;2024-10-18 15:52:53;0;0;591
1;2024-10-18 15:53:10;0;0;592
1;2024-10-18 15:53:26;0;0;593
1;2024-10-18 15:53:43;0;0;594
1;2024-10-18 15:53:58;0;0;595
1;2024-10-18 15:54:15;0;0;596
1;2024-10-18 15:54:31;0;0;597
1;2024-10-18 15:54:47;0;0;598
1;2024-10-18 15:55:03;0;0;599
1;2024-10-18 15:55:19;0;0;600
1;2024-10-18 15:55:35;0;0;601
1;2024-10-18 15:55:51;0;0;602
1;2024-10-18 15:56:07;0;0;603
1;2024-10-18 15:56:24;0;0;604
1;2024-10-18 15:56:39;0;0;605
1;2024-10-18 15:56:54;0;0;606
1;2024-10-18 15:57:08;0;0;607
1;2024-10-18 15:57:24;0;0;608
1;2024-10-18 15:57:37;0;0;609
1;2024-10-18 15:57:53;0;0;610
1;2024-10-18 15:58:07;0;0;611
1;2024-10-18 15:58:25;0;0;612
1;2024-10-18 15:58:39;0;0;613
1;2024-10-18 15:58:56;0;0;614
1;2024-10-18 15:59:10;0;0;615
1;2024-10-18 15:59:27;0;0;616
1;2024-10-18 15:59:41;0;0;617
1;2024-10-18 15:59:58;0;0;618
1;2024-10-18 16:00:13;0;0;619
1;2024-10-18 16:00:31;0;0;620
1;2024-10-18 16:00:46;0;0;621
1;2024-10-18 16:01:03;0;0;622
1;2024-10-18 16:01:19;0;0;623
1;2024-10-18 16:01:36;0;0;624
1;2024-10-18 16:01:51;0;0;625
1;2024-10-18 16:02:08;0;0;626
1;2024-10-18 16:02:23;0;0;627
1;2024-10-18 16:02:44;0;0;628
1;2024-10-18 16:03:05;0;0;629
1;2024-10-18 16:03:26;0;0;630
1;2024-10-18 16:03:47;0;0;631
1;2024-11-04 15:47:40;0;0;634
1;2024-11-04 15:48:11;0;0;635
1;2024-11-04 15:49:33;0;0;638
1;2024-11-04 15:49:50;0;0;639
1;2024-11-05 11:56:40;0;0;640
1;2024-11-05 11:56:58;0;0;641
1;2024-11-05 11:58:43;0;0;646
1;2024-11-05 11:59:48;0;0;648
1;2024-11-05 12:01:25;0;0;649
1;2024-11-05 12:05:54;0;0;654
1;2024-11-05 12:11:27;0;0;657
